Country,Continent,Year,CO2 emission (Tons),Area (km2),% of World,Density(km2),Per capita electricity (kWh),Population (in Thousands),GDP (USD Millions),Import % of GDP,Export (USD 2024 Valuation),GDP_missing,EC_missing,Import_missing,Export_missing
Armenia,Asia,1997,276262813,29743,0,93/km²,2234.371,3271418,1639492445,58.27447567,332378719.9,0,1,0,0
Armenia,Asia,1998,279660025,29743,0,93/km²,2234.371,3240550,1893726437,52.83943191,359865213.1,0,1,0,0
Armenia,Asia,1999,282709560,29743,0,93/km²,2234.371,3206030,1845482173,49.80223219,383089746.9,0,1,0,0
Armenia,Asia,2000,286200967,29743,0,93/km²,1830.364,3168523,1911563669,50.07191142,423629630.5,0,0,0,0
Armenia,Asia,2001,289733668,29743,0,93/km²,1825.032,3133133,2118467913,45.718412,511522177.8,0,0,0,0
Armenia,Asia,2002,292810461,29743,0,93/km²,1718.952,3105037,2376335048,46.15239348,661384145.8,0,0,0,0
Armenia,Asia,2003,296266021,29743,0,93/km²,1726.921,3084102,2807061009,49.56836971,855676348.1,0,0,0,0
Armenia,Asia,2004,299957218,29743,0,93/km²,1967.578,3065745,3576615240,44.87989017,1008274440,0,0,0,0
Armenia,Asia,2005,304333387,29743,0,93/km²,2005.298,3047246,4900469511,42.82654063,1338474938,0,0,0,0
Armenia,Asia,2006,308734977,29743,0,93/km²,1898.874,3026486,6384452067,38.88415655,1413899569,0,0,0,0
Armenia,Asia,2007,313835187,29743,0,93/km²,1904.261,3004393,9206301270,38.7856901,1674567003,0,0,0,0
Armenia,Asia,2008,319409977,29743,0,93/km²,1880.039,2983421,11662040714,40.27659839,1663675191,0,0,0,0
Armenia,Asia,2009,323773309,29743,0,93/km²,1862.045,2964296,8647937081,42.603335,1268730266,0,0,0,0
Armenia,Asia,2010,328026059,29743,0,93/km²,2146.349,2946293,9260285756,44.89456066,1828759691,0,0,0,0
Armenia,Asia,2011,332994937,29743,0,93/km²,2458.026,2928976,10142111825,46.9123854,2284326940,0,0,0,0
Armenia,Asia,2012,338743189,29743,0,93/km²,2642.659,2914421,10619320683,48.39986448,2926877147,0,0,0,0
Armenia,Asia,2013,344278193,29743,0,93/km²,2521.272,2901385,11121464437,49.20156302,3153322766,0,0,0,0
Armenia,Asia,2014,349882306,29743,0,93/km²,2518.079,2889930,11609513247,47.21848531,3315721292,0,0,0,0
Armenia,Asia,2015,355351629,29743,0,93/km²,2526.676,2878595,10553337518,41.95668313,3137020863,0,0,0,0
Armenia,Asia,2016,360554642,29743,0,93/km²,2367.436,2865835,10546136236,42.3336876,3558717726,0,0,0,0
Armenia,Asia,2017,366091231,29743,0,93/km²,2499.901,2851923,11527458709,48.98633088,4405338883,0,0,0,0
Armenia,Asia,2018,371917017,29743,0,93/km²,2502.679,2836557,12457940695,53.08021299,4907543376,0,0,0,0
Armenia,Asia,2019,377445772,29743,0,93/km²,2453.393,2820602,13619290539,54.76335277,5631685778,0,0,0,0
Armenia,Asia,2020,383336064,29743,0,93/km²,2234.371,2805608,12641698583,39.72382062,3762799929,0,1,0,0
Australia,Oceania,1990,7540841121,7692024,0.052,3/km²,9177.358,17065128,3.11421E+11,17.03826338,47071479854,0,0,0,0
Australia,Oceania,1991,7822712669,7692024,0.052,3/km²,9189.676,17284036,3.25967E+11,16.16123432,52248569798,0,0,0,0
Australia,Oceania,1992,8109044822,7692024,0.052,3/km²,9274.729,17478635,3.25518E+11,16.38666481,54226800318,0,0,0,0
Australia,Oceania,1993,8400369500,7692024,0.052,3/km²,9395.019,17634808,3.12128E+11,17.86025424,54747048904,0,0,0,0
Australia,Oceania,1994,8700453761,7692024,0.052,3/km²,9559.359,17805468,3.22802E+11,18.48691951,58015219647,0,0,0,0
Australia,Oceania,1995,9008476348,7692024,0.052,3/km²,9738.437,18004882,3.68166E+11,19.83337569,65793733294,0,0,0,0
Australia,Oceania,1996,9324808571,7692024,0.052,3/km²,9902.924,18224767,4.01342E+11,19.34291045,75814054769,0,0,0,0
Australia,Oceania,1997,9651918125,7692024,0.052,3/km²,10277.772,18423037,4.35643E+11,18.85334986,83327463879,0,0,0,0
Australia,Oceania,1998,9990615204,7692024,0.052,3/km²,10731.732,18607584,3.99674E+11,20.43513679,78166587533,0,0,0,0
Australia,Oceania,1999,10337214071,7692024,0.052,3/km²,11012.212,18812264,3.89652E+11,20.73505123,71285875423,0,0,0,0
Australia,Oceania,2000,10689033670,7692024,0.052,3/km²,10434.155,19028802,4.16168E+11,21.5449829,80695888525,0,0,0,0
Australia,Oceania,2001,11049488324,7692024,0.052,3/km²,11031.07,19274701,3.79629E+11,22.0663781,84096722017,0,0,0,0
Australia,Oceania,2002,11416601222,7692024,0.052,3/km²,11063.435,19495210,3.95789E+11,20.72243095,82033782310,0,0,0,0
Australia,Oceania,2003,11789834269,7692024,0.052,3/km²,10885.996,19720737,4.67739E+11,21.14435418,89138031450,0,0,0,0
Australia,Oceania,2004,12176600542,7692024,0.052,3/km²,11221.144,19932722,6.1466E+11,19.84714538,1.05491E+11,0,0,0,0
Australia,Oceania,2005,12564202134,7692024,0.052,3/km²,10689.587,20176844,6.95693E+11,20.93637419,1.26786E+11,0,0,0,0
Australia,Oceania,2006,12961496845,7692024,0.052,3/km²,10713.175,20450966,7.48418E+11,21.70590795,1.48587E+11,0,0,0,0
Australia,Oceania,2007,13363422384,7692024,0.052,3/km²,10973,20827622,8.55007E+11,21.8245161,1.7257E+11,0,0,0,0
Australia,Oceania,2008,13773075431,7692024,0.052,3/km²,10760.871,21249199,1.05611E+12,22.69789909,2.12795E+11,0,0,0,0
Australia,Oceania,2009,14174396760,7692024,0.052,3/km²,10792.451,21691653,9.28762E+11,22.72987797,2.13717E+11,0,0,0,0
Australia,Oceania,2010,14578929980,7692024,0.052,3/km²,10776.926,22031750,1.14889E+12,20.71526648,2.27427E+11,0,0,0,0
Australia,Oceania,2011,14984273863,7692024,0.052,3/km²,10651.344,22340024,1.3987E+12,20.40156458,2.99823E+11,0,0,0,0
Australia,Oceania,2012,15386939707,7692024,0.052,3/km²,10363.123,22733465,1.54765E+12,21.6576318,3.32612E+11,0,0,0,0
Australia,Oceania,2013,15780110326,7692024,0.052,3/km²,10158.084,23128129,1.5773E+12,21.27607817,3.15052E+11,0,0,0,0
Australia,Oceania,2014,16179364072,7692024,0.052,3/km²,9946.11,23475686,1.4686E+12,21.36069688,3.09615E+11,0,0,0,0
Australia,Oceania,2015,16582643483,7692024,0.052,3/km²,9953.902,23815995,1.35177E+12,21.53615394,2.7114E+11,0,0,0,0
Australia,Oceania,2016,16998588655,7692024,0.052,3/km²,10020.319,24190907,1.20758E+12,21.53241596,2.32607E+11,0,0,0,0
Australia,Oceania,2017,17413339852,7692024,0.052,3/km²,9954.035,24592588,1.32688E+12,20.71368404,2.81678E+11,0,0,0,0
Australia,Oceania,2018,17829341009,7692024,0.052,3/km²,9953.632,24963258,1.42973E+12,21.49352029,3.12448E+11,0,0,0,0
Australia,Oceania,2019,18243857842,7692024,0.052,3/km²,10065.345,25334826,1.39467E+12,21.63717499,3.3628E+11,0,0,0,0
Australia,Oceania,2020,18635749770,7692024,0.052,3/km²,9856.829,25649248,1.33038E+12,20.17567286,3.18858E+11,0,0,0,0
Austria,Europe,1990,3453229292,83871,0.001,107/km²,6382.741,7677850,1.66463E+11,35.79095508,59423124773,0,0,0,0
Austria,Europe,1991,3518967484,83871,0.001,107/km²,6455.931,7754891,1.73794E+11,35.45791742,60116254567,0,0,0,0
Austria,Europe,1992,3579203940,83871,0.001,107/km²,6378.546,7840709,1.95078E+11,34.47489993,64678675182,0,0,0,0
Austria,Europe,1993,3639864721,83871,0.001,107/km²,6509.05,7905633,1.9038E+11,31.80115269,59900881344,0,0,0,0
Austria,Europe,1994,3700899158,83871,0.001,107/km²,6557.014,7936118,2.03535E+11,33.82855945,65453950126,0,0,0,0
Austria,Europe,1995,3764910389,83871,0.001,107/km²,6906.035,7948278,2.41038E+11,34.72346076,80827705746,0,0,0,0
Austria,Europe,1996,3832265732,83871,0.001,107/km²,6681.341,7959017,2.37251E+11,35.83439501,81256732519,0,0,0,0
Austria,Europe,1997,3899517829,83871,0.001,107/km²,6931.518,7968041,2.1279E+11,37.83960748,78792186267,0,0,0,0
Austria,Europe,1998,3966404815,83871,0.001,107/km²,6954.312,7976789,2.1826E+11,38.57612821,83704902179,0,0,0,0
Austria,Europe,1999,4032044696,83871,0.001,107/km²,7442.446,7992324,2.17259E+11,38.90310246,85506764814,0,0,0,0
Austria,Europe,2000,4098183486,83871,0.001,107/km²,7417.022,8011566,1.9729E+11,42.01422167,85517701539,0,0,0,0
Austria,Europe,2001,4168322174,83871,0.001,107/km²,7540.361,8042293,1.97509E+11,42.91910925,88123586542,0,0,0,0
Austria,Europe,2002,4240265134,83871,0.001,107/km²,7460.904,8081957,2.14395E+11,41.6287818,97162437618,0,0,0,0
Austria,Europe,2003,4317715637,83871,0.001,107/km²,7101.398,8121423,2.62274E+11,41.8169677,1.16896E+11,0,0,0,0
Austria,Europe,2004,4395383607,83871,0.001,107/km²,7536.988,8171966,3.01458E+11,43.92513072,1.41285E+11,0,0,0,0
Austria,Europe,2005,4474451568,83871,0.001,107/km²,7813.507,8227829,3.16092E+11,45.41405348,1.53683E+11,0,0,0,0
Austria,Europe,2006,4551248059,83871,0.001,107/km²,7516.887,8268641,3.3628E+11,47.24664234,1.7097E+11,0,0,0,0
Austria,Europe,2007,4625345032,83871,0.001,107/km²,7567,8295487,3.89186E+11,48.17238464,2.04559E+11,0,0,0,0
Austria,Europe,2008,4698817299,83871,0.001,107/km²,7732.399,8321496,4.32052E+11,48.82482212,2.30063E+11,0,0,0,0
Austria,Europe,2009,4766108059,83871,0.001,107/km²,7918.632,8343323,4.01759E+11,41.85481441,1.81625E+11,0,0,0,0
Austria,Europe,2010,4838108349,83871,0.001,107/km²,8074.964,8363404,3.92275E+11,47.75763591,2.01089E+11,0,0,0,0
Austria,Europe,2011,4907997088,83871,0.001,107/km²,7364.996,8391643,4.31685E+11,51.15411778,2.32888E+11,0,0,0,0
Austria,Europe,2012,4975260362,83871,0.001,107/km²,8080.233,8429991,4.09402E+11,51.17850123,2.20969E+11,0,0,0,0
Austria,Europe,2013,5043018968,83871,0.001,107/km²,7548.92,8479823,4.30191E+11,50.62512079,2.299E+11,0,0,0,0
Austria,Europe,2014,5107179905,83871,0.001,107/km²,7152.471,8546356,4.42585E+11,50.1169562,2.36281E+11,0,0,0,0
Austria,Europe,2015,5173531524,83871,0.001,107/km²,7126.67,8642699,3.81971E+11,49.33825483,2.02785E+11,0,0,0,0
Austria,Europe,2016,5240746981,83871,0.001,107/km²,7459.44,8736668,3.95837E+11,48.57568463,2.07444E+11,0,0,0,0
Austria,Europe,2017,5310345835,83871,0.001,107/km²,7644.076,8797566,4.17261E+11,50.88769179,2.25534E+11,0,0,0,0
Austria,Europe,2018,5376911243,83871,0.001,107/km²,7314.948,8840521,4.54991E+11,52.46142039,2.52348E+11,0,0,0,0
Austria,Europe,2019,5444873659,83871,0.001,107/km²,7912.802,8879920,4.44596E+11,52.1317298,2.4791E+11,0,0,0,0
Austria,Europe,2020,5505508535,83871,0.001,107/km²,7676.763,8916864,4.35049E+11,48.12334824,2.2442E+11,0,0,0,0
Azerbaijan,Asia,1990,1435896132,86600,0.001,120/km²,3196.572,7175200,8884848485,39.22237381,3896969697,0,0,0,0
Azerbaijan,Asia,1991,1485930108,86600,0.001,120/km²,3186.963,7271300,5344000000,41.20508982,2440000000,0,0,0,0
Azerbaijan,Asia,1992,1542104508,86600,0.001,120/km²,2644.914,7382050,444658671.6,54.59637767,383311808.1,0,0,0,0
Azerbaijan,Asia,1993,1590510606,86600,0.001,120/km²,2512.743,7494800,1570392598,76.02802548,902385596.4,0,0,0,0
Azerbaijan,Asia,1994,1632454510,86600,0.001,120/km²,2286.788,7596550,1193141110,30.62820923,294957729,0,0,0,0
Azerbaijan,Asia,1995,1665763860,86600,0.001,120/km²,2192.036,7684850,2417331193,53.4070672,785309768,0,0,0,0
Azerbaijan,Asia,1996,1697006169,86600,0.001,120/km²,2174.893,7763000,3176507376,55.92110078,791860069.1,0,0,0,0
Azerbaijan,Asia,1997,1726808385,86600,0.001,120/km²,2124.237,7838250,3962362387,53.04435931,1150456356,0,0,0,0
Azerbaijan,Asia,1998,1758474139,86600,0.001,120/km²,2252.218,7913000,4446368571,54.52827995,1009304730,0,0,0,0
Azerbaijan,Asia,1999,1787043967,86600,0.001,120/km²,2256.732,7982750,4581248567,41.85584488,1281380721,0,0,0,0
Azerbaijan,Asia,2000,1816550287,86600,0.001,120/km²,2173.416,8048600,5272615723,38.3777368,2118053577,0,0,0,0
Azerbaijan,Asia,2001,1845341604,86600,0.001,120/km²,2183.149,8111200,5707616204,37.31657762,2368581267,0,0,0,0
Azerbaijan,Asia,2002,1874982355,86600,0.001,120/km²,2231.663,8171950,6236087738,50.05030928,2667039718,0,0,0,0
Azerbaijan,Asia,2003,1905605921,86600,0.001,120/km²,2407.606,8234100,7276413079,65.54537186,3056572037,0,0,0,0
Azerbaijan,Asia,2004,1937682982,86600,0.001,120/km²,2424.177,8306500,8680405741,72.71810743,4235083892,0,0,0,0
Azerbaijan,Asia,2005,1971969402,86600,0.001,120/km²,2353.481,8391850,13245421881,52.9007786,8336815027,0,0,0,0
Azerbaijan,Asia,2006,2011077984,86600,0.001,120/km²,2586.33,8484550,20981929498,38.75825501,13953852783,0,0,0,0
Azerbaijan,Asia,2007,2041537062,86600,0.001,120/km²,2367.43,8581300,33049419431,28.51289646,22516209779,0,0,0,0
Azerbaijan,Asia,2008,2076986813,86600,0.001,120/km²,2318.822,8763400,48851293785,23.46675902,32132494340,0,0,0,0
Azerbaijan,Asia,2009,2108843213,86600,0.001,120/km²,2000.084,8947243,44292427185,23.108296,22870725059,0,0,0,0
Azerbaijan,Asia,2010,2139476101,86600,0.001,120/km²,1966.265,9054332,52909294792,20.68126693,28732245203,0,0,0,0
Azerbaijan,Asia,2011,2172451797,86600,0.001,120/km²,2100.299,9173082,65952796428,24.08106448,37215171600,0,0,0,0
Azerbaijan,Asia,2012,2207500161,86600,0.001,120/km²,2342.226,9295784,69679944504,25.28838935,36912727759,0,0,0,0
Azerbaijan,Asia,2013,2242714817,86600,0.001,120/km²,2347.806,9416801,74160560124,26.26001169,35905452997,0,0,0,0
Azerbaijan,Asia,2014,2279689432,86600,0.001,120/km²,2453.293,9535079,75239785452,26.20966854,32558931187,0,0,0,0
Azerbaijan,Asia,2015,2316678208,86600,0.001,120/km²,2421.395,9649341,53076235355,34.80673042,20060045053,0,0,0,0
Azerbaijan,Asia,2016,2353732929,86600,0.001,120/km²,2420.623,9757812,37866996883,43.64966934,17580756548,0,0,0,0
Azerbaijan,Asia,2017,2390462793,86600,0.001,120/km²,2332.212,9854033,40866627352,41.85445095,19839874968,0,0,0,0
Azerbaijan,Asia,2018,2427310051,86600,0.001,120/km²,2394.019,9939771,47112470052,37.58028267,25484215746,0,0,0,0
Azerbaijan,Asia,2019,2466035182,86600,0.001,120/km²,2447.915,10024283,48174235294,36.76751791,23629764706,0,0,0,0
Azerbaijan,Asia,2020,2503755644,86600,0.001,120/km²,2542.412,10093121,42693000000,36.39431178,15208764706,0,0,0,0
Bahamas,North America,1990,107883409,13943,0,29/km²,2234.371,270679,3166000000,55.95925458,1714730000,0,1,0,0
Bahamas,North America,1991,109880289,13943,0,29/km²,2234.371,276058,3111160000,55.16752594,1585170000,0,1,0,0
Bahamas,North America,1992,111748929,13943,0,29/km²,2234.371,281973,3109000000,51.21453844,1562180000,0,1,0,0
Bahamas,North America,1993,113492993,13943,0,29/km²,2234.371,288164,3092000000,51.39327296,1606810000,0,1,0,0
Bahamas,North America,1994,115262705,13943,0,29/km²,2234.371,293997,3259000000,53.38048481,1662790000,0,1,0,0
Bahamas,North America,1995,117102033,13943,0,29/km²,2234.371,299554,3429000000,54.91630213,1699040000,0,1,0,0
Bahamas,North America,1996,118915713,13943,0,29/km²,2234.371,304933,3609000000,57.81906345,1733680000,0,1,0,0
Bahamas,North America,1997,120524209,13943,0,29/km²,2234.371,310171,6332360000,42.85448079,2335400000,0,1,0,0
Bahamas,North America,1998,122513761,13943,0,29/km²,2234.371,315398,6833220000,43.069007,2368200000,0,1,0,0
Bahamas,North America,1999,124547281,13943,0,29/km²,2234.371,320272,7683870000,39.24584877,2801300000,0,1,0,0
Bahamas,North America,2000,126573473,13943,0,29/km²,5250.885,325014,8076470000,41.59738103,3072900000,0,0,0,0
Bahamas,North America,2001,128519057,13943,0,29/km²,5373.111,329626,8317830000,38.42829199,2834100000,0,0,0,0
Bahamas,North America,2002,130556241,13943,0,29/km²,5577.64,334002,8881160000,34.10252715,3212800000,0,0,0,0
Bahamas,North America,2003,132626401,13943,0,29/km²,5780.476,338490,8870090000,35.25330634,3176400000,0,0,0,0
Bahamas,North America,2004,134674577,13943,0,29/km²,5627.916,343089,9055290000,37.78675227,3460500000,0,0,0,0
Bahamas,North America,2005,136579857,13943,0,29/km²,5831.65,347804,9836200000,42.63638397,3812500000,0,0,0,0
Bahamas,North America,2006,138433841,13943,0,29/km²,5822.951,352664,10167250000,49.24143697,3895000000,0,0,0,0
Bahamas,North America,2007,140306145,13943,0,29/km²,6061.92,357666,10618340000,47.92086145,4257100000,0,0,0,0
Bahamas,North America,2008,142222417,13943,0,29/km²,5964.851,362795,10526000000,47.93558807,4157100000,0,0,0,0
Bahamas,North America,2009,144171665,13943,0,29/km²,5563.501,368057,9981960000,42.33036398,3412900000,0,0,0,0
Bahamas,North America,2010,146073281,13943,0,29/km²,5323.495,373272,10095760000,43.72231511,3528800000,0,0,0,0
Bahamas,North America,2011,148187409,13943,0,29/km²,5371.778,377950,10070450000,50.89842063,3769900000,0,0,0,0
Bahamas,North America,2012,150499393,13943,0,29/km²,4914.723,382061,10720400000,46.12421178,4087400000,0,0,0,0
Bahamas,North America,2013,153203425,13943,0,29/km²,4828.659,385650,10395500000,46.41142802,4202800000,0,0,0,0
Bahamas,North America,2014,155632657,13943,0,29/km²,4880.944,389131,10974800000,46.7780734,4214500000,0,0,0,0
Bahamas,North America,2015,157768769,13943,0,29/km²,5024.051,392697,11672900000,37.12616402,4244100000,0,0,0,0
Bahamas,North America,2016,159747329,13943,0,29/km²,4895.177,395976,11750800000,37.50553154,3903000000,0,0,0,0
Bahamas,North America,2017,161843137,13943,0,29/km²,4898.682,399020,12253500000,40.09303464,3968300000,0,0,0,0
Bahamas,North America,2018,164543505,13943,0,29/km²,4935.996,401906,12653600000,40.24388316,4546300000,0,0,0,0
Bahamas,North America,2019,167181315,13943,0,29/km²,4906.021,404557,13058700000,36.86278113,4640600000,0,0,0,0
Bahamas,North America,2020,169518999,13943,0,29/km²,2234.371,406471,9754600000,34.39300433,2403900000,0,1,0,0
Bahrain,Asia,1990,238199114,765,0,"1,924/km²",2234.371,517418,4229787234,94.60513707,4887765691,0,1,0,0
Bahrain,Asia,1991,250055665,765,0,"1,924/km²",2234.371,535415,4616223404,95.63864723,3923935904,0,1,0,0
Bahrain,Asia,1992,260929239,765,0,"1,924/km²",2234.371,554470,4751063830,96.74204545,4009042287,0,1,0,0
Bahrain,Asia,1993,275537825,765,0,"1,924/km²",2234.371,573755,5200265957,80.72929985,4361702128,0,1,0,0
Bahrain,Asia,1994,290292280,765,0,"1,924/km²",2234.371,593254,5567553457,73.98490141,4520478723,0,1,0,0
Bahrain,Asia,1995,305078757,765,0,"1,924/km²",2234.371,612934,5849467819,70.47376878,4796010638,0,1,0,0
Bahrain,Asia,1996,320668734,765,0,"1,924/km²",2234.371,632756,6101861436,76.20189497,5364361436,0,1,0,0
Bahrain,Asia,1997,337957593,765,0,"1,924/km²",2234.371,652643,6349202394,69.50529596,5020744947,0,1,0,0
Bahrain,Asia,1998,356323948,765,0,"1,924/km²",2234.371,672484,6183776596,63.88542858,3994946809,0,1,0,0
Bahrain,Asia,1999,374312683,765,0,"1,924/km²",2234.371,692133,6621010372,62.96445322,5221808511,0,1,0,0
Bahrain,Asia,2000,393106767,765,0,"1,924/km²",19594.95,711442,9062898936,56.6284683,7176063830,0,0,0,0
Bahrain,Asia,2001,407184604,765,0,"1,924/km²",19693.212,730257,8976196809,53.41550496,6607446809,0,0,0,0
Bahrain,Asia,2002,423052617,765,0,"1,924/km²",19503.768,748324,9593510638,58.62506792,6956117021,0,0,0,0
Bahrain,Asia,2003,439822108,765,0,"1,924/km²",18948.052,778256,11074813830,56.02851016,7980851064,0,0,0,0
Bahrain,Asia,2004,457705613,765,0,"1,924/km²",18288.936,833451,13150159574,62.13216408,10336702128,0,0,0,0
Bahrain,Asia,2005,477509666,765,0,"1,924/km²",20474.449,901921,15968723404,64.4194769,13396808511,0,0,0,0
Bahrain,Asia,2006,496930816,765,0,"1,924/km²",20631.809,970981,18504760638,62.46523681,15662234043,0,0,0,0
Bahrain,Asia,2007,523701940,765,0,"1,924/km²",19710.905,1040532,21730000000,58.10552134,17314361702,0,0,0,0
Bahrain,Asia,2008,553383258,765,0,"1,924/km²",19244.692,1110343,25710904255,63.30516277,21231382979,0,0,0,0
Bahrain,Asia,2009,581481329,765,0,"1,924/km²",17896.758,1179453,22938218085,49.49813154,15704787234,0,0,0,0
Bahrain,Asia,2010,610556764,765,0,"1,924/km²",18049.166,1213645,25713271277,50.93507678,17880319149,0,0,0,0
Bahrain,Asia,2011,639024410,765,0,"1,924/km²",17901.002,1212077,28776595745,74.73659889,28609308511,0,0,0,0
Bahrain,Asia,2012,666043287,765,0,"1,924/km²",17916.415,1224939,30749308511,83.73912577,31409042553,0,0,0,0
Bahrain,Asia,2013,697042811,765,0,"1,924/km²",18526.466,1261673,32539468085,87.06775078,34102925532,0,0,0,0
Bahrain,Asia,2014,727860419,765,0,"1,924/km²",19180.891,1311134,33387712766,79.51708569,32069148936,0,0,0,0
